review,sentiment
"at the beginning i was happy to know about a new superman movie , i though that will be great but it wasn't.<br /><br />is a bad copy of the Richard Donner work,Lex is again a villain that makes no more else , even played by Kevin spice.<br /><br />the evil plan is the same of the first movie of Donner just a lot forced.<br /><br />the script is predictable and simple (all stuff Luthor finds in a museum or an old lady).<br /><br />the story is the wrong thing , it must be the Kevin Smith Script and may be it could be better.<br /><br />i just hope a sequel without Brian Singer and with a new talent director to do something new and not a copy.<br /><br />all read you later",negative
"This show has come so far. At first EVERYONE in the cast from Eric to Fez, they were all new actors and actresses, fresh faces, and just look what they accomplished. They stuck with the show and it was a success. Its one of the best shows ever made and its probably the funniest sitcom I've ever seen in my life. It will be sad to see it end but if they end this show, I hope to God that the series finale goes out with one of the biggest bangs that any season finale has ever had. I don't care if the whole season sucks because they save all the fuel for the final episode. Go down swinging, get one last punch in. The show deserves it, the fans deserve it, if they go, let everyone know its going to end, like on Friends, and let the finale be huge. I say get Donna and Eric married, I say have Hyde and Kelso fight and become friends again, I say have something interesting happen between Fez and Jackie because Fez has been trying for so long, but of course it wont work out for him. JUST CLOSE OUT THE SERIES BIG TIME GUYS!<br /><br />That 70s Show will always be the best in my eyes. Eric, Kelso, Donna, Jackie, Fez, Hyde, I wish I had you guys as friends. You are the best!<br /><br />10/10...",positive
"I'm not quite sure why, but this movie just doesn't play the way it should. It should be humerous and fun, but instead is just boring. I think a large part of it is because they way over played the ""gadgets."" The old cartoon it is based on is much better.<br /><br />3/10",negative
"Before this clip, music videos were merely to display an artist. Michael Jackson's ""Thriller"" created a whole new section of music videos which can honestly be called mini movies. ""Thriller"" follows a couple as they travel to the girl's house from a movie. On the way they encounter zombies announced by the immortal Vincent Price. My favorite part is where the zombies stagger in on the couple and the girl turns to see that Michael has turned into one of them. Then, they do a little dance. The scariest thing about ""Thriller"" may be the fact that it is consistently more fun and enjoyable than a lot of movies that are made. After twenty years it remains the premier music video.<br /><br />P.S. My music video Top 5: 5 - Madonna ""Like a Prayer"" 4 - Guns N' Roses ""Sweet Child of Mine"" 3 - Nine Inch Nails ""Closer"" 2 - Peter Gabriel ""Sledgehammer"" 1 - Michael Jackson - ""Thriller""",positive
"I can't believe I sat through this garbage. Palm trees in D.C. (already mentioned), a dummy-as-dead-body bit so obviously artificial that I thought it was SUPPOSED to be a dummy ... until it left a bloodstain ... stilted dialogue, ridiculous plot. I think it's a shame that Jill Ireland's final film before her death was this stinker. Don't waste your time - I wish I hadn't. The only saving grace is that it was on cable, so I didn't waste my money on top of everything.",negative
"I have seen this film on countless occasions, and thoroughly enjoyed it each time. This is mostly due to the lovely Erika Eleniak- a great actress with incredible looks. Plus, any film starring Tom Berenger and Dennis Hopper is bound to be entertaining.",positive
"In reaction to the dullness of the films of actual combat in that time, the wartime public increasingly turned to humor as escape from monotony and anxiety <br /><br />Charlie Chaplin feared that his great ""Shoulder Arms"" would offend people, but it became his greatest hit In it, Charlie, by luck, courage, and devilish ingenuity wins the war singlehanded and brings a captive Kaiser in triumph to London <br /><br />The chief difference between this hilarious burlesque and some of the serious war dramas was that in Charlie's case it all turned out to be a dream",positive
"THE PERVERT'S GUIDE TO CINEMA (2007) **** <br /><br />If Loving Cinema Makes Me A Pervert, So Be It!<br /><br />If you are a true 'moviefreak' like me then I'm sure you can't get enough of films about film-making and I don't mean necessarily the dry documentary know and then. I mean a total discourse on the film viewing experience. Well if that's the case have I got a lulu of a film experiment for you.<br /><br />In Sophie Fiennes (sister of Ralph & Joseph if you were wondering) has noted philosopher cum cinephile Slavoj Zizek give his analysis on cinema with some impressive (and often outrageous) takes on everything from the silent era of Chaplin thru the modern age of the Wachowski Brothers analyzing, probing, and pontificating about the psychosexual underpinnings, socioeconomic, political and of course indefinable magic of the film going experience with his unflagging, determined and near-frenetic dissertations. To go from explaining how The Bates' house in PSYCHO is actually the mirrored psyche of the conflicted Norman Bates with each level as his Ego, Superego & Id is one thing but then to suggest the same thing about each Marx Brother in barely a beat is a remarkable test of faith that wins over the skeptic layman.<br /><br />Although I had no idea who Zizek was  he resembles a hybrid of filmmaker Brian DePalma, European actor Rade Serbedzija and the hyperkinetic energy of filmmakers Quentin Tarantino and Martin Scorsese  with his sibilant tongue and passion, the host comes across as a mad prophet. <br /><br />Fiennes cleverly inserts Zizek into several of the film clips' backgrounds peppered throughout making for a humorous tone but still lets the ranting and raving continue full throttle giving pause for argument in three acts covering the gamut of films by the likes of Kubrick, Lynch, Hitchcock and films as diverse as THE WIZARD OF OZ, THE RED SHOES, and FIGHT CLUB. <br /><br />There's something for everyone and if one man can provoke an argument or at least a reason to discuss a film's themes  even if they are Freudian/Jungian to a fault  then I say this collection of film theory is worth the watch. Seek it out now if you can before it comes to home video; it's the only way to appreciate it.",positive
"This has one of the more unusual plots I've seen in a horror film, but it's based on good, solid Universal Studios fare: Lots of monsters, pretty heroine, torch-bearing villagers. But my favorite part is Larry Talbot (The Wolf Man) searching for the cure for his lycanthropy. After dying in the original ""Wolf Man,"" he is resurrected and wanders through ""Frankenstein Meets the Wolf Man"" and ""House of Frankenstein"" searching for a way to end his affliction. I think first-time viewers will find his search in this particular movie very interesting.<br /><br />",positive
"This is a very ""right on case"" movie that delivers everything almost right in your face. I'm a Christian and liked the film in one way. It had some average acting from the main person, and it was a low budget as you clearly can see. It can be a bit long-winded, but the film has some quite nice cars that rescues it from a lower rating from me. As a Christian film it was quite good, but maybe a bit right-on in the message. The film works best on a big screen. *SPOILERS* The fighting scene with the two brothers can remind you of the fighting scene between the two brothers in the Christian thriller ""Mercy Streets"" starring Eric Roberts.*End of Spoiler* I give it a 7/10.",positive
"Spheeris debut must be one of the best music documentaries of all time. And as far as I know it's also the only one that focuses on the L.A. Punk Explosion of the early eighties. It's all there: not just great, great bands like Black Flag, Fear, X, the Germs, whose names may not mean much to you today, but whose influence on today's alternative rock music can not be over-estimated, but also the promoters, the media and first of all the audiences - the punks - all portrayed in a manner that makes you laugh, shudder and gasp with astonishment about the energy, the anger and the fury these youths put into their music. Where is that today? The eighties may have sucked big time when it cames to mainstream music, but the underground was rocking. If you need a proof for that, watch Fear's performance in Decline. Unmatched. Great film! How come this is not available on vid, LD or DVD? P.S. The follow-up Decline Pt. II is hilarious, too",positive
"Preston Waters is off to a bad summer. Besides his birthday coming up, nothing else looks promising.<br /><br />First he has to share his own room with his brothers who are going to run a business. They can't do it in their rooms because they don't have enough space. Off to a birthday party he only gets $6 tokens while others get $32, $35, and even $50. When one of his birthday cards comes early, he only gets a check made out for $11.<br /><br />Going to the bank he learns he needs $200 at least to start an account. Leaving the bank, a bully steals the check. Pursuing after the kid nearly gets him run over (definately his bike gets ruined) by a criminal named Quigley (played by Miguel Ferrer). Quigley's just come from the bank too from giving the owner $1,000,000 to give to this guy tomorrow. Quigley starts to write a check for the damage, but only succeeds in writing his name before a police car circles the area. Afraid, he gives Preston the check, informs him to give it to his dad to finish out.<br /><br />That evening though, Preston tells his dad that he doesn't want a new bike, he wants his own room back, better yet his own house. His father confines him to his room for the rest of the evening. Moping in his room Preston figures things can't get any worse he realizes that he forgot about the check as it's still in his shirt pocket. It's blank.<br /><br />Using the computer and after careful consideration, he makes it out for $1,000,000. The next day, while trying to cash it at the bank he's taken to the owner who thinks he's the person he's supposed to give the $1,000,000 and does. He's not though as the real person named Juice comes in a moment later.<br /><br />Now the three have to track Preston down.<br /><br />Meanwhile, Preston has fun buying all sorts of stuff including his own house and even going on dates with a disguised bank lady who's really and FBI agent (who's trying to track the 3 bad guys down). He makes this person up named Mr. Macintosh who he works for and even plans a party for him on his birthday.<br /><br />But eventually things catch up (the money runs out, the bad guys get him).<br /><br />Overall, a pretty funny flick. Miguel Ferrer plays his role very good. If you enjoyed him in Another Stakeout, you'll love him here. He does all sorts of wicked crazy things.<br /><br />Rick Ducommun (the stressed out boss from Ghost in the Machine) plays a wonderful friendly chauffeur in this movie.",positive
"I first heard about The Melancholy of Haruhi Suzumiya from a reviewer on Youtube. He literally slapped the show with a big bad rant, condemning it rubbish and confusing. Curious, I decided to watch the show (once I got the order of the episodes right, thanks to those who made the lists), and I found it absolutely brilliant and enjoyable to watch. Great memorable characters who are full of life and are absolutely lovable and hilarious; a unique and not over blowing plot that makes sense now that I've watched the show; and two of the best anime moments in history, in my opinion. Plus the opening and ending themes are great.<br /><br />The anime, based on a collection of successful manga novels, follows a simple plot, once you understand it. While the show's focus is on the main character, Haruhi Suzumiya, the point of view is from her friend Kyon. Kyon is a regular high school student who doesn't really believe in supernatural stuff (e.g. Santa Clause, aliens, time travellers, ghosts, espers) but he soon ends up talking to Haruhi, who is the most oddest girl in the school and would prefer to date an alien, considering all men worthless. She even joined every club in the school to find something interesting, but quit as quickly as she joined. Upon ""advice"" from Kyon, Haruhi decides to form her own club with Kyon's club. Setting up in the literary club room, Haruhi forms the SOS Brigade - its mission to investigate supernatural cases (think Scooby-Doo minus the dog, the masked man and the Mystery Machine).<br /><br />Haruhi ""recruits"" three extra members. The first is Yuki Nagato, a bookworm of sorts who speaks very little and spends most of her time reading and sitting. The second is Mikuru Asahina, a shy girl who is forced into the club by Haruhi who thinks they need a cute mascot to get some things done. She is often forced into costumes by Haruhi to further her cuteness. The third is Itsuki Koizumi, a friendly and sociable transfer student who is always smiling. While Haruhi thinks her group is filled with normal people she couldn't be more wrong. While Kyon is as normal as you can get, the other three on the other hand are rather unique - Yuki is an alien, Mikuru is a time traveller from the future, and Itsuki is an esper (a person who has ESP). All three have come to watch over Haruhi who may just have the powers of a god, and if she becomes bored, she may be able to discover her powers and create a whole new world, and Kyon is involved somehow.<br /><br />The show is worth watching with great characters, music and some hilarious and wonderful moments. However, for parents, there is some sexual references including Mikuru's cleavage being exposed or touched several times, and several swear words used as well. Apart from that, the show is one of the greats.",positive
"First of all, I have watched this show since I was a little toddler, and I have always loved it. Sure, maybe I didn't understand it when I was that young, but I still enjoyed it! And now that I have been able to understand it for several years, I love it even more. The score of this musical is the most wonderfully detailed score I have ever heard! Every note is perfect, I don't even need to hear the singing to enjoy it!<br /><br />Moving on to this particular production- This is magnificent! Of course no one could play Mrs. Lovett besides Angela Lansbury, and she does it perfectly. And she should, she has been playing this part for several years. George Hearn is absolutely brilliant. The best Sweeney Todd I have ever heard. He has a wonderful voice, yet he can throw his voice so well! His ""epiphany"" is incredible, as you can tell by the audience's reaction to it. The Judge, Toby, Antony, and Pirelli are also so wonderful in their roles. Everyone is perfect! Well, I still have to fast forward through Johanna's Green finch and linnet bird. She just doesn't sing that song well at all.<br /><br />This show CAN be appreciated at all ages, but it is not always accepted. I am not your typical middle-aged theater lover, I am only 15 years old, yet Sweeney Todd has given me a greater appreciation for music than I have gotten from any other musical.",positive
"<br /><br />This film has some really impressive action scenes. The humor and action are blended well, though the intensity of the film does not sustain itself till the end. The last scene is a slight anti-climax in terms of action quality and astonishing explosiveness of the scenes preceding it. The humor doesn't seem to be so ridiculously clumsy as in many other Hongkong movies, and this film is of totally other class than most American action-comedies of recent years. Lau Ching-Wan acts as a typical, intuitive police-hero who scoffs at invalid orders from incompetent police superiors. The dialectic of the film is built on the superhuman coolness and ruthlessness of the drug gang, humiliating the police force while providing a serious dose of lead poisoning with a variety of machine guns. Leaving plenty of corpses in it's wake. Yu Rong-Guang is especially impressive as an ultra cool, merciless gangster in this Woo-like piece of action where tough guys are truly die-hard.",positive
"I initially tuned in to Paranormal State because I (more or less) find the paranormal search genre to be interesting TV, if nothing else.<br /><br />I really enjoy Ghost Hunters because well over half of their investigations result in total debunking, and find Most Haunted to be hilarious with its use of mediums and frumpy British women with Paris Hilton day-glo eyes fainting from fear/demonic presences all shot in lovely night-vision green.<br /><br />Paranormal State has none of this appeal. It feels like it was cobbled together from ""leads"" that Ghost Hunters rejected. The episodes ranged from trailer trash families and single mothers with emo adolescents sitting around and scaring themselves, to an ""interview"" with a 5 year old about the monster who lives in his room (the monster goes RAWRRR, we are told). All of these people calling upon a college club to solve their problems. The whole show is about Ryan and his partner, his enormous ego. He leads his troupe of doe-eyed coeds around, except when a case is deemed ""too extreme"" and orders them to remain at the hotel HAHAHA. Better leave it to the pros, ie himself.<br /><br />The unwitting comedy of this show is all in how gullible the participants are. Ryan spins his tales of being hunted, followed, etc by a demon that he first encountered when the Catholic Church recruited him to assist on a case. Sorry, but the Catholic Church has people who can do that, they don't need the day-shift manager at Quiznos to chip in his 2 cents.<br /><br />This show is awful, shame on A&E for bankrolling this silliness, trying to follow in the footsteps of some much better paranormal-themed shows. It's almost unintentionally funny, except that Ryan is so arrogant and devoid of charisma that watching the show long enough to mock it isn't worth the trouble.",negative
"Cannibalism, a pair of cinematic references to Delicatessen, not only in plot, but in style. Cannibalism, a pair of references to the historic case of the Uruguayan rugby players that survived in the Andes by eating the dead members of their flight to Chile. Cannibalism, only an excuse the movie uses to delve into the extremes men are willing to go to defeat isolation and obtain social acceptance.<br /><br />The script is extremely creative, and hopefully is going to leave the viewer laughing and wondering...",positive
"Strangers with candy overacts in all the wrong context, the situations are just not funny with the cheesy voices and bad low brow comedy timing, the clear attempt at dry/black/dark humour is obvious and it fails to deliver on all elements of a good joke.<br /><br />With a high cringe factor and low laugh ratio I was shocked this show went pass the first season, I personally like Scrubs, The Office, 30 Rock, Trailer Park Boys, Pulling, Peep Show, Simpsons, Family Guy and I know what your thinking, these shows aren't weird at all, so some other good shows I've seen are Jam, Garth Marenghi's Darkplace, The Book Group, Asylum and Snuff Box which are original with dry/black/dark humour/satire and are all at least 5/10.<br /><br />Garth Marenghi's Darkplace especially is cheap looking, overacted and weird, however the context is thought out and works to make it really out there and entertaining too.",negative
"A group of friends receive word from a pal who has found gold in an old mind shaft nearby an ancient abandoned western town of Suttersville. Despite warnings by the local sheriff, Murphy(John Phillip Law), Old Man Prichard(Richard Lynch)a bedraggled hick who swindles tourists with supposed collectible Wanted posters, and kooky superstitious Aunt Nelly(Karen Black)to stay out of the mine due to it's notorious legend(..that an evil coal miner who sold his soul to devil and murdered a priest's(Jeff Conaway)daughter will return from the dead to kill those who remove the gold from his shaft), these people only see the green, not the blood red which could potentially ooze from their slain bodies. Finding the gold of Jeremiah Stone intact, they line their pockets and carrying cases, prepared for the bright futures that supposedly lie ahead. But, when you do not heed the warnings of those you consider backwoods loons, the obvious result will be gruesome death. Jeremiah Stone, as we see, is lying merely a skeleton near an alter containing skulls lined next to each other as the candles on top of them light up, the pickax underneath awaiting it's master, with dust particles returning him to a grotesque corpse with demonic exposition, his eyes aglow with wrath. This hapless group, hoping for some fun around the campfire with gold providing them with warm prospects for life ahead, will fall prey to the vengeful ghoul and his mean pickax. Another victim will meet the nasty end of a shovel thrown through the windshield of her vehicle, directing it's path straight into her neck. Another failed attempt to retreat has Stone causing a frightened victim to drive his car into a tree, his body engulfed in flames as he fails to escape without harm. Another, a local girl searching for her new friends, worried about their well being, receives the pickax buried into her stomach. Aunt Nelly informs those still alive about the Forty-Niner and the curse on those who raids his eternal stash..and pays the price for relating such information. Will anybody survive? Or, is the entire group fated to perish at the hands of the zombie miner?<br /><br />Make-up effects artist and monster creator, John Carl Buechler directs this supernatural slasher without worrying about logic or strong story-telling, opting instead to allow his zombie miner to destroy anyone and everyone who happens to be in his path. He provides just enough back story, and this is feeble at best, for the killer allowing special guest star, Karen Black(..oh how her career has sunken into the abyss)to explain to the viewer about him. The story given to us has the miner holding a priest's daughter hostage, threatening to execute her as the Suttersville authorities warn against such an action. Startling enough, Stone plants that pickax right into her back, with the opposition unloading their guns with little effect because he sold his soul to Satan. Retreating to his domain, the mine shaft, Stone sends out a warning against anyone even attempting to take what's his, the loot. Typical of most slashers in general, this bunch of twenty-somethings are your garden variety victims, with little development other than some banter and exchanging of words provides as filler until the undead maniac pops onto the scene to slaughter them. They are the usual group, from the city, trespassing unto unfamiliar territory, resurrecting an evil that should remain dormant. Like many of the later 80's slashers, a good deal of the violence is off-screen. What is on screen, the minimal gore, is rather mundanely presented and happens rather quickly. The ghoul make-up for the killer is only shown occasionally;he's mostly shrouded in darkness, the victims' horrified faces as he catches or chases after them are given more credence than the method of destruction. One thing's for certain, stunt men were set on fire many times. At least three times, a character is burned alive by either a lantern or flaming vehicle. Martin Cove has a minor cameo as Black's former husband, Caleb, now living with a much younger, and dense, honey. Vernon Wells(..of The Road Warrior and Commando fame)has the back story role of Jeremiah Stone as a human, still capturing the same type of menace he specializes in. John Phillip Law seems to be enjoying himself as the rather polite and hospitable sheriff, welcoming the outsiders to his neck of the woods. Buechler has quite an attractive cast of actresses, all wearing tight pants and smallish shirts, showing off their sleek and athletic figures, especially Elina Madison as easy-lay Roxann, always willing to remove her clothes for greedy jerk, Hayden(Rick Majeske). Stephen Wastell(The Ghosts of Edendale) is Axl, a rather clumsy foil, used as a butt of many jokes including his ""dump in the woods"" scene and current unemployment status.",negative
"This film screened last night at Austin's Paramount theater as part of the SXSW Film Festival. We were graced with the presence of director Mike Binder and stars Adam Sandler and Don Cheadle who took audience questions after the film. It is a remarkable and powerful film about what it is like to lose yourself and begin to find your way back. The performances are phenomenal and the story manages to be both tragic and funny in a way that is all too rare. (The trailer for the film tries a little too hard to emphasize the comedic aspects.)<br /><br />This is a breakout role for Adam Sandler. While he has begun to transition to more dramatic roles with Punch-Drunk Love and Spanglish, this role is a significant step forward for him as a dramatic actor. He deserves an Oscar nomination as he continues down to transition to more dramatic roles as Tom Hanks did and Jim Carrey is also doing. In this role, he seemed to be trying to channel Dustin Hoffman in Rain Man. Although playing an autistic man is certainly very different than Sandler's traumatized character, both characters for different reasons are trapped in their own worlds of child-like isolation and confusion.<br /><br />Don Cheadle's performance is less surprising, but just as good. After Hotel Rwanda and Crash, we've come to expect remarkable nuanced performances from Cheadle. He has the qualities of sincerity and honesty that comes through in this role. But he, too, is also broken and struggling if not in the such profound ways as Sandler's character. Cheadle is struggling with difficulties in both his marriage and in his professional life as a dentist. Together the characters played by Cheadle and Sandler struggle to heal each other in the way that true friends often do (in a way that reminds me of Matt Damon and Robin Williams in Good Will Hunting). They are both searching for that part of the themselves that they have lost and trying to find again.<br /><br />Reign over Me is one of the best major studio films to be released this year. The soundtrack, which is almost another character in the plot is wonderful. The filming in the streets of New York - a city that suffered a great tragedy and has also had to heal itself - is also quite beautiful. The supporting roles by Jada Pinkett Smith, Liv Tyler, Saffron Burrows (in a very odd role), Donald Sutherland, and Mike Binder himself are all quite good.<br /><br />Writer/Director Mike Binder has really delivered a story that so many will be able to connect with on numerous levels. This is a story about grief, family, healing, male friendship, mental health, and the meaning of love. Reign over Me does not disappoint. The film is almost hypnotic as it draws you into the lives of its characters. Hollywood would have a much better reputation if it made more character-driven charming films like Reign over Me.",positive
"Absolutely one of the 10 best music films Ever! A totally essential educational experience for any music fanatic--Especially young rock/punk fans today...understanding the beginnings of any particular ""artistic"" movement absolutely requires understanding the roots of the music,as well as the mindset and musical environment of the times....not to mention the political and social factors involved at the time. And,besides all that,this documentary is flat-out rock-n-roll F U N !! Do Not Miss It!!! that said,can anyone tell me when,if ever, ""the decline of western civilization""...part 1,( Not part 2,the metal version) will be made available again..hopefully on DVD?",positive
"there are those movies that are bad they are funny, then there are those where you scream ""i want that one and a half hours of my life back""...thats pretty much what this is.<br /><br />dean cain tries to be an actor but fails. the sfx are really bad (repeated scenes and rocks that look like falling paper) and the fake plastic guns that have torches taped on them...the split screen effect used to show multiple things happening at once is just terrible.<br /><br />this movie cant even be used as one of those simple night entertainers, its just that bad<br /><br />if i could go negative ratings, i would",negative
"The only reason I didn't fall asleep during this movie is because the seats were not that comfortable. Hannibal is BORING>BORING> BORING and BORING!!! This film is just dreadful, not because of any violence or graphic mutilations. It's actually quite tame in that regard. The story moves at the speed of a lazy snail. I have the feeling that director Ridley Scott just phoned this one in. The actors are all fine they just needed some direction. The music score is also very annoying. It's especially noticeable since so little is going on in the film. It does look good but that's not enough reason to see it. By the way did I mention that it's BORING?<br /><br />",negative
"Dead To Rights is about a Police Officer named Jack Slate who finds his murdered father and goes after the man that he thinks killed him.Jack is later shot and framed for the murder of the man he suspected of killing his father.<br /><br />Several months later on the day Jack is going to be executed he escapes from prison and searches the city for the man who framed him for murder.Jack's search leads him through a trail of *beep* that doesn't end until everyone is dead.<br /><br />Through out the game Jack uses weapons from M4 Carbines to his dog Shadow to kill endless streams of people in 15 levels.The game play is basically ""kill 30 people,find switch to open door.kill 50 people,find switch to open door"" over and over until the level is done.There are fun mini games too like playing as a stripper to distract bouncers at a Night Club so Jack can get to another area in the club,or bomb disarming.<br /><br />Dead To Rights is also a hard game.You will be put in an area swarming with bad guys armed with Sub Machine Guns while you only have a pistol.Near the end of the game skill turns to dust and you have to rely on luck.<br /><br />Dead To Rights is as gory as it is hard.If you shoot a guy in the face with a shot gun blood will splatter on the walls,ceiling and floor.And since there are several guys in each area the walls will be painted in blood.<br /><br />Family fun for everyone.",positive
"I watched this hoping to find out something I didn`t know about modern history`s most infamous man and couldn`t help thinking that history has been rewritten in HITLER:THE RISE OF EVIL . Hitler was so obsessed with his niece that he threatened to have one of her admirer`s shot . Hitler turned up with a gun in his hand to arrest Ernst Rohm . Forgive me for asking but haven`t the writers confused Adolph Hitler with Tony Montana from SCARFACE ? That`s bad enough but what really offended me was that there`s entire chunks of historical context missing in this mini series . Germany lost the first world war and the allied powers made Germany pay a heavy price for doing so. It was this economic environment that led the German people to have someone - anyone - to restore their pride and that`s why they turned to Nazism . The German humiliation of the 1920s caused by the allied powers seems to be entirely missing therefore there is no way that HITLER:THE RISE OF EVIL can be taken seriously as a historical document, and I haven`t even mentioned that Himmler and Goering are conspicous by their absence <br /><br />There is one positive point about the mini series and that`s Robert Carlyle in the title role . Okay some of his mannerisms are wrong and his voice is a little too loud ( Archive recordings show that Hitler had a soft seductive voice ) but Carlyle is a charismatic actor and he does manage to communicate Hitler`s own charisma on screen . Comments in the British press that Carlyle resembles the synth player from Sparks more than Adolph Hitler are unfounded and he gives one of the better interpretations of Hitler.<br /><br />I liked the performance by Robert Carlyle but I hated everything else about this mini series and wondered why on earth it was made in the first place . There`s nothing to recommend it to serious history fans",negative
"In this Muppet movie, Kermit, Miss Piggy, Fozzie, Gonzo, Rowlf, Scooter, Camillia, Dr. Teeth, Floyd, Animal, Janice, and Zoot are college graduates who decide to bring their successful college musical, Manhattan Melodies, to Broadway. Unfortunately, no producer will even meet with the Muppets. After being denied by too many producers, Scooter suggests that the Muppets decide to move on on their own. However, Kermit still believes that he can get his show on Broadway, but after he finally does and let's everybody know that he sold the show, Kermit get's amnesia and the others don't know where he is.<br /><br />This features many great scenes, including a live action sequence that introduced the Muppet Babies, a wedding sequence filled with Muppets, including the Sesame Street cast and Traveling Matt (from Fraggle Rock), Scooter as a movie theatre usher, and a scene where Rizzo and the other rats cook breakfast.<br /><br />My only complaint is that more characters weren't included more. Sure, many of them appear at the wedding, but there should have been some significant roles for Bunsen, Beaker, Beauregard, and Sweetums, and Lips should have been part of The Electric Mayhem in this movie like he was in The Muppet Show's last season and The Great Muppet Caper, and Miss Piggys dog Foo Foo should have been with her as well (after all, Rizzo The Rat, also performed by Steve Whitmire, had a big part in this movie, and he wasn't very well-known at the time).",positive
"This 1950's howler is so bad it's unintentionally funny. Tom Conway portrays Dr. Gerard, a scientist who is turning natives into a monster using voodoo. His poor wife, played by Mary Ellen Kay, is being held captive by her wacko hubby who has no time for her but threatens to kill her if she leaves him. Along comes Marla English as a greedy murderess who has already killed a man to find treasure in the jungle. Her idiot boyfriend, portrayed by Lance Fuller, is along on the safari. They hire ""Touch"" Connors, (later renamed Mike Connors, of Mannix fame) as a guide. English is a terrible actress, but hey, no one else in the cast were turning in academy award winning performances either. ""Touch"" (I'm sorry, I can't even type the name without cracking up, I mean, what the...) gave the only half way decent performance of the bunch and that's saying a lot. The monster is only seen briefly, and the ending is predictable to say the least. I would say this movie falls into the ""it's so bad, it's almost good"" category of movies. It's good on a rainy night when nothing else is on the tube.",negative
"I think that there was too much action in the end? Don't you think that too? There was romance, adventure that just like told me to put 9 to this movie but action place was too long. I liked Reeve a bit. I didn't understand why did he have to die. I thought that one of the girls gonna die too but my lucky! No one else who I liked didn't die! How about you? What did you liked? I saw the movie twice actually. And after that I bought that too. It was worth it! Who did you liked best (person)?. The book was really, really, really cool. And the actresses and actors too. Everything was perfect....... What was the song name in the end? Will someone answer my questions too... PLEASE, please please?",positive
"C'mon people, you can't be serious, another case of advertising snuff when it totally isn't! This isn't even remotely scary nor is it terrifying or depraved - it is just utterly terrible amateurish videowork, made for the next party to get the girls laid.<br /><br />The gore is incredibly bad, even the eye-scene is far from making me want to puke but just making me want to take the camera and hit those guys over the head. The girl is just laying there rubber-faced, not moving at all. It would have been funnier to use a real doll instead.<br /><br />One season of ""I'm a Celebrity, Get Me Out of Here!"" is more frightening than this one. Don't waste your time or your money.",negative
"""The Cellar"" is an intolerably dull and overly child-friendly 80's cheese parade, directed by Kevin Tenney (creator of the much better films ""Witchboard"" and ""Night of the Demons"") and starring the incredibly untalented Patrick Kilpatrick, supposedly depicting a guy with feelings. The pacing is really slow, the plot feels far too familiar, the monster-effects are all but petrifying and the film opens and ends with tedious narrative ranting that somehow feels unrelated to the actual subject matter of the film. The voice-over keeps on nagging about wind and creatures riding on wind, but what the hell, there's no wind in the plot? Like so many 80's horror movies, ""The Cellar"" handles about cursed Indian landscapes and all-too-real mythical monsters hidden in basements and quagmires. Mance Cashen and his family move into a house build on what once was the home of Native Americans, but then white people came and turned the land into oil fields. Half of the script is wasted on explaining the origin of the monster, but I can easily summarize it for you: an ancient Indian witchdoctor summoned the creature (which looks like an over-sized paper-mâché rat) to annihilate the white people overflowing his land but he buried it again because, and I quote, the SOB kills Indians as well. Mance's hugely irritating son accidentally awakens the beast and naturally can't convince his parents about the big hungry rat in the cellar. The allegedly emotional family situation (daddy constantly wants his son to love him) is very pathetic and redundant and the film badly needed more bloodshed; kids' movie or not. The youthful hero (Chris Miller) is quite annoying, but we've definitely seen worse kid actors in the 80's. ""The Cellar"" is very much not recommended, unless of course you're a fan of cheesy and typically 80's monster designs. The big dodgy rat-thing is a real hoot to see.",negative
"Looking for a movie for your Turkey Film Festival? THE ROLLER BLADE SEVEN is on my list of the ten worst films of all-time. The plot, the story of a post-Apocalyptic roller blading samurai warrior, is a convoluted hodge-podge of film references of everything from STAR WARS to THE SEVEN SAMAURI. The acting fluctuates from bland to abysmal. The scene where the villain tempts the old master is embarrassing to the point of jeering laughter. Frank Stalone's Black Knight reminds one too much of John Cleese's Black Knight in MONTY PYTHON AND THE HOLY GRAIL. (Word of Advice, Frank: When you stoop to doing a movie like this one, your career is over.) I chanced upon this little stink-bomb on a low-end cable channel and I could not stop watching. It is like watching a train wreck, you just can't look away.",negative
"Boring, rank nefarious plot, some of the worst direction I've ever come across, inane acting and horribly clichéd. The movie ends with one of the main characters waking from a dream. WHAT's WITH THAT? Even JR from Dallas couldn't survive that lame twist. <br /><br />You have what can only be described as an inappropriate relationship developing between a main character and a young girl, which is ostensibly meant to be fatherly, but which comes off as perverse. You have freshman community college movie school special effects with loopholes the size of the Kimberly Hole. This is like Children of the Corn meets Passion of the Christ imposed on an endless loop of government administration training video - by the end of it, if you aren't contemplating ending it, you have no brain.<br /><br />Don't bother.",negative
